agency_cd,site_no,station_nm,site_tp_cd,lat_va,long_va,dec_lat_va,dec_long_va,coord_meth_cd,coord_acy_cd,coord_datum_cd,dec_coord_datum_cd,district_cd,state_cd,county_cd,country_cd,land_net_ds,map_nm,map_scale_fc,alt_va,alt_meth_cd,alt_acy_va,alt_datum_cd,huc_cd,basin_cd,topo_cd,instruments_cd,construction_dt,inventory_dt,drain_area_va,contrib_drain_area_va,tz_cd,local_time_fg,reliability_cd,gw_file_cd,nat_aqfr_cd,aqfr_cd,aqfr_type_cd,well_depth_va,hole_depth_va,depth_src_cd,project_no
USGS,251822080153201,OR-2,GW,251822,0801532,25.3065051,-80.25866329,M,U,NAD27,NAD83,122,12,087,US,,,,,,,,03090203,21,L,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,19930203,,,EST,Y,U,YYNNNNNN,,,,15,,,
USGS,251845080162801,OR-1A,GW,251845,0801628,25.3128938,-80.2742192,M,U,NAD27,NAD83,122,12,087,US,,,,,,,,03090203,21,L,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,19930203,,,EST,Y,U,YYNNNNNN,,,,40,,,
USGS,251845080162802,OR-1B,GW,251845,0801628,25.3128938,-80.2742192,M,U,NAD27,NAD83,122,12,087,US,,,,,,,,03090203,21,L,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,19930203,,,EST,Y,U,YYNNNNNN,,,,10,,,
USGS,251918080161701,ORO-1A,GW,251908,0801646,25.31928247,-80.2792194,M,U,NAD27,NAD83,122,12,087,US,      S   T     R,,,,,,,03090203,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,19930303,,,EST,Y,U,YYNNNNNN,,,,40,,,
USGS,251918080161702,ORO-1B,GW,251908,0801646,25.31928247,-80.2792194,M,S,NAD27,NAD83,122,12,087,US,      S   T     R,,,,,,,03090203,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,19930303,,,EST,Y,U,YYNNNNNN,,,,40,,,
USGS,252058080202501,S  -3001,GW,252058,0802025,25.34983714,-80.3400542,M,U,NAD27,NAD83,122,12,086,US,      S28 T58S  R40E  T,CARD SOUND,24000, 9.70,U, .1,NGVD29,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,S400FLORDN,120FLRD,,2000,,,459831200
USGS,252322080143201,G  -3654,GW,254322,0801432,25.7231565,-80.2419942,M,S,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,O,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19960515,19960610,,,EST,Y,C,YYNNNNNN,N400BISCYN,112BSCNN,U,20,23,,61800
USGS,252626080222001,GB -   1,GW,252626,0802220,25.44094497,-80.37199909,M,U,NAD27,NAD83,122,12,086,US,      S30 T57S  R40E  T,ARSENICKER KEYS,24000, 2.76,U,.01,NGVD29,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,1225,,,459831200
USGS,252746080222501,G  -3386A   MR-BK-DN-D,GW,252746,0802225,25.46316636,-80.3733879,M,S,NAD27,NAD83,122,12,086,US,      S18 T57S  R40E  T,"ARSENICKER KEYS, FL",  24000, 3,N,4.3,NAVD88,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19850101,,,,EST,Y,C,YNNNNYNN,N400BISCYN,112BSCNN,U,9,,O,
USGS,252746080222502,G  -3386B   MR-BK-DN-M,GW,252746,0802225,25.46316636,-80.3733879,M,S,NAD27,NAD83,122,12,086,US,      S18 T57S  R40E  T,"ARSENICKER KEYS, FL",  24000, 3,N,4.3,NAVD88,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19850101,,,,EST,Y,C,YNNNNYNN,N400BISCYN,112BSCNN,U,9,,O,
USGS,252746080222503,G  -3386C   MR-BK-DN-S,GW,252746,0802225,25.46316636,-80.3733879,M,S,NAD27,NAD83,122,12,086,US,      S18 T57S  R40E  T,"ARSENICKER KEYS, FL",  24000, 3,N,4.3,NAVD88,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19850101,,,,EST,Y,C,YNNNNYNN,N400BISCYN,112BSCNN,U,10,,O,
USGS,252750080222701,G  -3385A   MR-BK-MD-D,GW,252750,0802227,25.46427744,-80.37394349,M,S,NAD27,NAD83,122,12,086,US,      S18 T57S  R40E  T,"ARSENICKER KEYS, FL",  24000, 3,N,4.3,NAVD88,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19850101,,,,EST,Y,C,YNNNNYNN,N400BISCYN,112BSCNN,U,9,,O,
USGS,252750080222702,G  -3385B   MR-BK-MD-M,GW,252750,0802227,25.46427744,-80.37394349,M,S,NAD27,NAD83,122,12,086,US,      S18 T57S  R40E  T,"ARSENICKER KEYS, FL",  24000, 3,N,4.3,NAVD88,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19850101,,,,EST,Y,C,YNNNNYNN,N400BISCYN,112BSCNN,U,9,,O,
USGS,252750080222703,G  -3385C   MR-BK-MD-S,GW,252750,0802227,25.46427744,-80.37394349,M,S,NAD27,NAD83,122,12,086,US,      S18 T57S  R40E  T,"ARSENICKER KEYS, FL",  24000, 3,N,4.3,NAVD88,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19850101,,,,EST,Y,C,YNNNNYNN,N400BISCYN,112BSCNN,U,9,,O,
USGS,252755080222901,G  -3384A   MR-BK-UP-D,GW,252755,0802229,25.46566628,-80.374499,M,S,NAD27,NAD83,122,12,086,US,      S18 T57S  R40E  T,"ARSENICKER KEYS, FL",  24000, 3,N,4.3,NAVD88,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19850101,,,,EST,Y,C,YNNNNYNN,N400BISCYN,112BSCNN,U,9,,O,
USGS,252755080222902,G  -3384B   MR-BK-UP-M,GW,252755,0802229,25.46566628,-80.374499,M,S,NAD27,NAD83,122,12,086,US,      S18 T57S  R40E  T,"ARSENICKER KEYS, FL",  24000, 3,N,4.3,NAVD88,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19850101,,,,EST,Y,C,YNNNNYNN,N400BISCYN,112BSCNN,U,9,,O,
USGS,252755080222903,G  -3384C   MR-BK-UP-S,GW,252755,0802229,25.46566628,-80.374499,M,S,NAD27,NAD83,122,12,086,US,      S18 T57S  R40E  T,"ARSENICKER KEYS, FL",  24000, 3,N,4.3,NAVD88,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19850101,,,,EST,Y,C,YNNNNYNN,N400BISCYN,112BSCNN,U,9,,O,
USGS,252812080234501,G  -1035A,GW,252812,0802345,25.47038846,-80.3956106,M,S,NAD27,NAD83,122,12,086,US,SWSWNWS13 T57S  R39E  T,HOMESTEAD, 24000,,,,,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19701119,19701119,,,EST,Y,C,YYNNNNNN,N400BISCYN,112BSCNN,U,60,,O,459800200
USGS,252813080204701,G  -3756,GW,252813.09,0802047.44,25.4706909,-80.34628729,D,1,NAD27,NAD83,122,12,086,US,      S   T     R,,, 5.33,L,.01,NGVD29,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,20010323,,,EST,Y,C,YYNNNYNN,N400BISCYN,112BSCNN,U,,92.9,,
USGS,252813080204702,G  -3757,GW,252813.09,0802047.57,25.4706909,-80.3463234,D,1,NAD27,NAD83,122,12,086,US,      S   T     R,,, 5.76,L,.01,NGVD29,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,20010323,,,EST,Y,C,YYNNNYNN,N400BISCYN,112BSCNN,U,,65.6,,
USGS,252813080204703,G  -3758,GW,252813.11,0802047.71,25.47069646,-80.34636229,D,1,NAD27,NAD83,122,12,086,US,      S   T     R,,, 5.44,L,.01,NGVD29,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,20010323,,,EST,Y,C,YYNNNYNN,N400BISCYN,112BSCNN,U,,30.7,,
USGS,252823080202501,G  -3638,GW,252823,0802025,25.47344353,-80.3400538,M,S,NAD27,NAD83,122,12,086,US,,,,,,,,03090202,21,O,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19960507,19960610,,,EST,Y,C,YYNNNNNN,N400BISCYN,112BSCNN,U,,,,61800
USGS,252825080221201,G  -3759,GW,252825.30,0802212.52,25.47408259,-80.3699211,D,1,NAD27,NAD83,122,12,086,US,      S   T     R,,, 3.42,L,.01,NGVD29,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,20010323,,,EST,Y,C,YYNNNYNN,N400BISCYN,112BSCNN,U,,95.4,,
USGS,252826080202401,G  -3629,GW,252826,0802024,25.47427683,-80.339776,M,S,NAD27,NAD83,122,12,086,US,,,,,,,,03090202,21,O,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19960501,19960606,,,EST,Y,C,YYNNNNNN,N400BISCYN,112BSCNN,U,37.7,43,,
USGS,252828080201502,G  -3632,GW,252828,0802015,25.47483235,-80.337276,M,S,NAD27,NAD83,122,12,086,US,,,,,,,,03090202,21,O,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19960502,19960606,,,EST,Y,C,YYNNNNNN,N400BISCYN,112BSCNN,U,11,11,,61800
USGS,252828080801501,G  -3631,GW,252828,0802015,25.47483235,-80.337276,M,S,NAD27,NAD83,122,12,086,US,,,,,,,,03090202,21,O,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19960503,19960606,,,EST,Y,C,YYNNNNNN,N400BISCYN,112BSCNN,U,20,20,,61800
USGS,252829080195901,G  -3636,GW,252829,0801959,25.47511009,-80.3328314,M,S,NAD27,NAD83,122,12,086,US,,,,,,,,03090202,21,O,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19960506,19960606,,,EST,Y,C,YYNNNNNN,N400BISCYN,112BSCNN,U,20,20,,61800
USGS,252829080195902,G  -3637,GW,252829,0801959,25.47511009,-80.3328314,M,S,NAD27,NAD83,122,12,086,US,,,,,,,,03090202,21,O,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19960506,19960606,,,EST,Y,C,YYNNNNNN,N400BISCYN,112BSCNN,U,11,11,,61800
USGS,252829080200701,G  -3634,GW,252829,0802007,25.4751101,-80.33505369,M,S,NAD27,NAD83,122,12,086,US,,,,,,,,03090202,21,O,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19960505,19960606,,,EST,Y,C,YYNNNNNN,N400BISCYN,112BSCNN,U,20,20,,61800
USGS,252829080200702,G  -3635,GW,252829,0802007,25.4751101,-80.33505369,M,S,NAD27,NAD83,122,12,086,US,,,,,,,,03090202,21,O,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19960505,19960606,,,EST,Y,C,YYNNNNNN,N400BISCYN,112BSCNN,U,11,11,,61800
USGS,252853080222201,G  -  18,GW,252853,0802222,25.48177677,-80.3725545,M,U,NAD27,NAD83,122,12,086,US,,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,6.2,,,459832500
USGS,252918080234201,G  -1183,GW,252919.75,0802340.45,25.48881944,-80.3945694,G,H,NAD83,NAD83,122,12,086,US,NWSWNWS12 T57S  R39E  T,HOMESTEAD,  24000, 6.6,L,0.1,NGVD29,03090202,21,F,YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,19611015,19611015,,,EST,Y,C,YYNYNYNN,N400BISCYN,112BSCNN,U,47,,O,2080-00200
USGS,252918080234202,G  -1023,GW,252918,0802342,25.4887211,-80.3947772,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,NYNNNNNN,,,,,,,459832500
USGS,252938080223701,G  -1176,GW,252938,0802237,25.4942763,-80.3767212,M,U,NAD27,NAD83,122,12,086,US,SWSWNWS06 T57S  R40E  T,,, 5.00,M,5.,NGVD29,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19610101,,,,EST,Y,C,YYNYNNNN,,,,50.6,,,459832500
USGS,252944080233401,G  -1179,GW,252944.9,0802333.8,25.49580556,-80.3927222,G,1,NAD83,NAD83,122,12,086,US,NESWSWS01 T57S  R39E  T,HOMESTEAD,  24000, 8,M, .1,NGVD29,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19611204,19611204,,,EST,Y,C,YYNYNYNN,N400BISCYN,112BSCNN,U,80,80,O,2080-00200
USGS,252945080231801,G  -1177,GW,252945,0802318,25.49622077,-80.3881104,M,S,NAD27,NAD83,122,12,086,US,SENWSES01 T57S  R39E  T,,,,,,,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19610101,,,,EST,Y,C,YYNYNNNN,N400BISCYN,112BSCNN,,56,,,459832500
USGS,252945080232001,G  -1178,GW,252945,0802320,25.49622078,-80.3886659,M,S,NAD27,NAD83,122,12,086,US,SWSENES01 T57S  R39E  T,,,,,,,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19610101,,,,EST,Y,C,YYNYNNNN,,,,50.2,,,459832500
USGS,252947080235201,G  -1270,GW,252947,0802352,25.49677637,-80.397555,M,U,NAD27,NAD83,122,12,086,US,SENESES07 T57S  R39E  T,,, 7.60,L, .1,NGVD29,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNYNYNN,N400BISCYN,112BSCNN,,27,,,459832500
USGS,253010080225001,G  -3316,GW,253010,0802250,25.5031649,-80.3803324,M,S,NAD27,NAD83,122,12,086,US,      S   T     R,GOULDS,  24000,,,,,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19831003,19831101,,,EST,Y,C,YYNNNNNN,N400BISCYN,112BSCNN,U,9,210,O,32500
USGS,253010080225004,G  -3316C,GW,253010,0802250,25.5031649,-80.3803324,M,S,NAD27,NAD83,122,12,086,US,,GOULDS,  24000,,,,,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19831003,19831101,,,EST,Y,C,YYNNNNNN,N400BISCYN,112BSCNN,U,9,110,O,32500
USGS,253024080231001,G  -3615,GW,253025.9,0802309.6,25.50719444,-80.386,G,1,NAD83,NAD83,122,12,086,US,NENWNES01 T57S  R39E  T,,, 4.50,U, .1,NGVD29,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19950919,19960117,,,EST,Y,C,YYNNNYNN,N400BISCYN,112BSCNN,U,80,80,D,2080-00200
USGS,253027080234701,G  -3700,GW,253026.1,0802348.1,25.50725,-80.3966944,G,1,NAD83,NAD83,122,12,086,US,SESESES35 T56S  R39E  T,,, 9.4,R, .1,NGVD29,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19990513,19990513,,,EST,Y,M,YYNNNYNN,N400BISCYN,112BSCNN,U,82.5,83,D,2080-00200
USGS,253030080193801,KENDALWOOD - 2,GW,253030,0801938,25.5087199,-80.3269978,M,U,NAD27,NAD83,122,12,086,US,,,,,,,,03090202,21,L,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,NNNNNNNN,,,,,,,
USGS,253045080225301,G  -  38,GW,253045,0802253,25.51288679,-80.3811657,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,8.4,,,459832500
USGS,253102080215201,G  -3369    SITE 12,GW,253102,0802152,25.51760873,-80.3642208,M,S,NAD27,NAD83,122,12,086,US,      S31 T56S  R40E  T,PERRINE,  24000,,,,,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19850201,,,,EST,Y,C,YNNNNNNN,N400BISCYN,112BSCNN,U,9,,O,
USGS,253133080224801,G  -1268,GW,253133,0802248,25.52621964,-80.37977669,M,U,NAD27,NAD83,122,12,086,US,NWSWNWS31 T56S  R40E  T,,, 4.75,L,.1,NGVD29,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19650101,,,,EST,Y,C,YYNYNYNN,,,,46.5,,,459832500
USGS,253202080232601,G  -3162,GW,253132.76,0802322.14,25.52576667,-80.3894833,G,1,NAD83,NAD83,122,12,086,US,NESESWS25 T56S  R39E  T,GOULDS,  24000, 6,L,  1,NGVD29,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19780210,19780210,,,EST,Y,C,YYNNNYNN,N400BISCYN,112BSCNN,U,92,,O,2080-00200
USGS,253203080202101,G  -3141,GW,253203,0802021,25.5345524,-80.33894239,M,U,NAD27,NAD83,122,12,086,US,,"PERRINE, FL",  24000, 2,N,4.3,NAVD88,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNYNN,,,,10.9,,,459832500
USGS,253203080202102,G  -3142,GW,253203,0802021,25.5345524,-80.33894239,M,U,NAD27,NAD83,122,12,086,US,,"PERRINE, FL",  24000, 2,N,4.3,NAVD88,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNYNN,,,,21.1,,,459832500
USGS,253203080203501,G  -3139,GW,253203,0802035,25.53455243,-80.3428314,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,"PERRINE, FL",  24000, 3,N,4.3,NAVD88,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNYNN,,,,28.5,,,459832500
USGS,253203080203502,G  -3140,GW,253203,0802035,25.53455243,-80.3428314,M,U,NAD27,NAD83,122,12,086,US,,"PERRINE, FL",  24000, 3,N,4.3,NAVD88,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNYNN,,,,38.6,,,459832500
USGS,253203080204701,G  -3137,GW,253203,0802047,25.53455246,-80.3461648,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,NYNNNNNN,,,,25,,,459832500
USGS,253203080204702,G  -3138,GW,253203,0802047,25.53455246,-80.3461648,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,NYNNNNNN,,,,31,,,459832500
USGS,253203080205301,G  -3135,GW,253203,0802053,25.53455247,-80.3478315,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,"PERRINE, FL",  24000, 19,N,4.3,NAVD88,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNYNN,,,,15.3,,,459832500
USGS,253203080205302,G  -3136,GW,253203,0802053,25.53455247,-80.3478315,M,U,NAD27,NAD83,122,12,086,US,,"PERRINE, FL",  24000, 19,N,4.3,NAVD88,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNYNN,,,,26.2,,,459832500
USGS,253212080210801,G  -3133,GW,253212,0802108,25.5370524,-80.3519982,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,"PERRINE, FL",  24000, 4,N,4.3,NAVD88,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNYNN,,,,10.6,,,459832500
USGS,253212080210802,G  -3134,GW,253212,0802108,25.5370524,-80.3519982,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,"PERRINE, FL",  24000, 4,N,4.3,NAVD88,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNYNN,,,,19.7,,,459832500
USGS,253214080215401,G  -3613,GW,253214,0802154,25.537608,-80.36477629,M,S,NAD27,NAD83,122,12,086,US,SESESES19 T56S  R40E  T,,, 4.4,U, .1,NGVD29,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19950916,19960117,,,EST,Y,C,YYNNNYNN,N400BISCYN,112BSCNN,U,60,60,D,2080-00200
USGS,253214080224601,G  -3701,GW,253213.8,0802246.3,25.53716667,-80.3795278,G,1,NAD83,NAD83,122,12,086,US,SWSWSWS19 T56S  R40E  T,,, 6.6,R, .5,NGVD29,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19990514,19990514,,,EST,Y,M,YYNNNYNN,N400BISCYN,112BSCNN,U,83,85,D,2080-00200
USGS,253231080224901,G  -3370    SITE 13,GW,253231,0802249,25.54233018,-80.38005438,M,S,NAD27,NAD83,122,12,086,US,      S19 T56S  R40E  T,GOULDS,  24000,,,,,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19850201,,,,EST,Y,C,YNNNNNNN,N400BISCYN,112BSCNN,U,9,,O,
USGS,253249080205201,G  -3130,GW,253249,0802052,25.54732979,-80.3475536,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,"PERRINE, FL",  24000, 3,N,4.3,NAVD88,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNYNN,,,,14.5,,,459832500
USGS,253249080205202,G  -3131,GW,253249,0802052,25.54732979,-80.3475536,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,NYNNNNNN,,,,31.5,,,459832500
USGS,253249080205203,G  -3132,GW,253249,0802052,25.54732979,-80.3475536,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,"PERRINE, FL",  24000, 3,N,4.3,NAVD88,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNYNN,,,,45,,,459832500
USGS,253253080221201,G  -3885,GW,253253.1,0802212.7,25.54808333,-80.3701944,G,5,NAD83,NAD83,122,12,086,US,SWNWNES19 T56S  R40E  T,,, 6.94,L,.01,NGVD29,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20090701,20090701,,,EST,Y,C,YY   Y,N400BISCYN,112BSCNN,U,86,107,S,SaltMap
USGS,253329080232501,G  - 385,GW,253329,0802325,25.55844077,-80.3900545,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YNNNNNNN,,,,17.9,,,459832500
USGS,253334080213601,G  -3702,GW,253335.3,0802134.6,25.55980556,-80.3596111,G,1,NAD83,NAD83,122,12,086,US,SESWNWS17 T56S  R40E  T,,, 5.3,R, .5,NGVD29,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19990517,19990517,,,EST,Y,M,YYNNNYNN,N400BISCYN,112BSCNN,U,83,85,D,2080-00200
USGS,253335080213501,G -3967,GW,253335.41,0802135.02,25.5598361,-80.3597278,S,H,NAD83,NAD83,122,12,086,US,,,, 7.04,L,.01,NGVD29,03090202,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,20140519,,,,EST,Y,C,YY   Y,N400BISCYN,112BSCNN,U,46.0,65,S,SALTMAP
USGS,253357080211001,G  -1538,GW,253357,0802110,25.56621805,-80.3525536,M,F,NAD27,NAD83,122,12,086,US,NENWNES17 T56S  R40E  T,,,,,,,03090202,21,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19710101,,,,EST,Y,C,YYNYNNNN,,,,62,,,459832500
USGS,253402080214201,G  -3161,GW,253402,0802142,25.56760694,-80.3614427,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,, 5.00,U, .1,NGVD29,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,83,,,459832500
USGS,253413080225301,G  -3969,GW,253413.43,0802253.27,25.5703972,-80.38146389,S,H,NAD83,NAD83,122,12,086,US,,,, 10.46,L,.01,NGVD29,03090202,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,20140416,,,,EST,Y,C,YY   Y,N400BISCYN,112BSCNN,U,47.7,48.5,S,SMHE2J04
USGS,253417080224301,G  -3968,GW,253416.92,0802243.13,25.57136667,-80.3786472,S,H,NAD83,NAD83,122,12,086,US,,,, 6.34,L,.01,NGVD29,03090202,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,20140414,,,,EST,Y,C,YY   Y,N400BISCYN,112BSCNN,U,45,47,S,SMHE2J04
USGS,253419080223701,G  -3899,GW,253418.92,0802237.65,25.5719222,-80.377125,S,H,NAD83,NAD83,122,12,086,US,      S   T     R,,, 8.54,R, .5,NGVD29,03090202,,F,YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,200903,,,EST,Y,U,YY   Y,N400BISCYN,112BSCNN,U,20.6,,O,2080-00200
USGS,253457080195501,G  -3612,GW,253459.4,0801950.2,25.58316667,-80.3306111,G,1,NAD83,NAD83,122,12,086,US,SWSWSWS03 T56S  R40E  T,,, 8.1,U, .1,NGVD29,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19950919,19960117,,,EST,Y,C,YYNNNYNN,N400BISCYN,112BSCNN,U,62,65,G,2080-00200
USGS,253527080195401,G  -3886,GW,253527.9,0801954.2,25.59108333,-80.3317222,G,5,NAD83,NAD83,122,12,086,US,SWSWNWS3  T56S  R40E  T,,, 10.17,L,.01,NGVD29,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20090902,20090902,,,EST,Y,C,YY   Y,N400BISCYN,112BSCNN,U,101.4,109.0,S,SaltMap
USGS,253549080214101,S  - 182A,GW,253549.5,0802148.1,25.597083,-80.363361,G,1,NAD83,NAD83,122,12,086,US,NWNWS05 T56S  R40E  T,,,11.0,L,0.1,NGVD29,03090202,,F,YNNYNNNNNNNNNNNNNNNNNNNNNNNNNN,19370101,19400101,,,EST,Y,C,YYNYNYNNNNNNNNNNNNNN,N400BISCYN,112BSCNN,U,33.0,51.0,Z,2080-00200
USGS,253554080205801,MORNINGSIDE 1,GW,253554,0802058,25.59871688,-80.34922,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,NNNNNNNN,,,,,,,
USGS,253555080205501,MORNINGSIDE 4,GW,253555,0802055,25.59899464,-80.3483867,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,NNNNNNNN,,,,,,,
USGS,253557080210201,MORNINGSIDE 6,GW,253557,0802102,25.59955019,-80.3503311,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,NNNNNNNN,,,,,,,
USGS,253558080205901,MORNINGSIDE 2,GW,253558,0802059,25.59982795,-80.34949779,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,NNNNNNNN,,,,,,,
